68034 silly lifecycle is-utf8@0.2.1~preinstall: no script for preinstall, continuing
77242 silly lifecycle simple-is@0.2.0~postinstall: no script for postinstall, continuing
77243 silly postinstall snake-case@1.1.2 C:\Users\pozda\bmsk\node_modules\.staging\snake-case-c5b3995c
77244 info lifecycle snake-case@1.1.2~postinstall: snake-case@1.1.2
77245 silly lifecycle snake-case@1.1.2~postinstall: no script for postinstall, continuing
77246 silly postinstall sntp@1.0.9 C:\Users\pozda\bmsk\node_modules\.staging\sntp-bd930b92
77247 info lifecycle sntp@1.0.9~postinstall: sntp@1.0.9
77248 silly lifecycle sntp@1.0.9~postinstall: no script for postinstall, continuing
77249 silly postinstall hawk@3.1.3 C:\Users\pozda\bmsk\node_modules\.staging\hawk-5af2bfbc
77250 info lifecycle hawk@3.1.3~postinstall: hawk@3.1.3
77251 silly lifecycle hawk@3.1.3~postinstall: no script for postinstall, continuing
77252 silly postinstall sort-keys@1.1.2 C:\Users\pozda\bmsk\node_modules\.staging\sort-keys-e1bae096
77253 info lifecycle sort-keys@1.1.2~postinstall: sort-keys@1.1.2
77254 silly lifecycle sort-keys@1.1.2~postinstall: no script for postinstall, continuing
77255 silly postinstall source-map@0.5.6 C:\Users\pozda\bmsk\node_modules\.staging\source-map-3443c4d4
77256 info lifecycle source-map@0.5.6~postinstall: source-map@0.5.6
77257 silly lifecycle source-map@0.5.6~postinstall: no script for postinstall, continuing
77258 silly postinstall concat-with-sourcemaps@1.0.4 C:\Users\pozda\bmsk\node_modules\.staging\concat-with-sourcemaps-ff6f9dd3
77259 info lifecycle concat-with-sourcemaps@1.0.4~postinstall: concat-with-sourcemaps@1.0.4
77260 silly lifecycle concat-with-sourcemaps@1.0.4~postinstall: no script for postinstall, continuing
77261 silly postinstall vinyl-sourcemaps-apply@0.2.1 C:\Users\pozda\bmsk\node_modules\.staging\vinyl-sourcemaps-apply-44f171a3
77262 info lifecycle vinyl-sourcemaps-apply@0.2.1~postinstall: vinyl-sourcemaps-apply@0.2.1
77263 silly lifecycle vinyl-sourcemaps-apply@0.2.1~postinstall: no script for postinstall, continuing
77264 silly postinstall vinyl-sourcemaps-apply@0.2.1 C:\Users\pozda\bmsk\node_modules\.staging\vinyl-sourcemaps-apply-d6e10d43
77265 info lifecycle vinyl-sourcemaps-apply@0.2.1~postinstall: vinyl-sourcemaps-apply@0.2.1
77266 silly lifecycle vinyl-sourcemaps-apply@0.2.1~postinstall: no script for postinstall, continuing
77267 silly postinstall source-map-url@0.3.0 C:\Users\pozda\bmsk\node_modules\.staging\source-map-url-0d5a37cf
77268 info lifecycle source-map-url@0.3.0~postinstall: source-map-url@0.3.0
77269 silly lifecycle source-map-url@0.3.0~postinstall: no script for postinstall, continuing
77270 silly postinstall sparkles@1.0.0 C:\Users\pozda\bmsk\node_modules\.staging\sparkles-5083ddae
77271 info lifecycle sparkles@1.0.0~postinstall: sparkles@1.0.0
77272 silly lifecycle sparkles@1.0.0~postinstall: no script for postinstall, continuing
77273 silly postinstall glogg@1.0.0 C:\Users\pozda\bmsk\node_modules\.staging\glogg-31758a69
77274 info lifecycle glogg@1.0.0~postinstall: glogg@1.0.0
77275 silly lifecycle glogg@1.0.0~postinstall: no script for postinstall, continuing
77276 silly postinstall gulplog@1.0.0 C:\Users\pozda\bmsk\node_modules\.staging\gulplog-2ce11e8f
77277 info lifecycle gulplog@1.0.0~postinstall: gulplog@1.0.0
77278 silly lifecycle gulplog@1.0.0~postinstall: no script for postinstall, continuing
77279 silly postinstall has-gulplog@0.1.0 C:\Users\pozda\bmsk\node_modules\.staging\has-gulplog-f71328da
77280 info lifecycle has-gulplog@0.1.0~postinstall: has-gulplog@0.1.0
77281 silly lifecycle has-gulplog@0.1.0~postinstall: no script for postinstall, continuing
77282 silly postinstall spdx-expression-parse@1.0.4 C:\Users\pozda\bmsk\node_modules\.staging\spdx-expression-parse-1f377a5f
77283 info lifecycle spdx-expression-parse@1.0.4~postinstall: spdx-expression-parse@1.0.4
77284 silly lifecycle spdx-expression-parse@1.0.4~postinstall: no script for postinstall, continuing
77285 silly postinstall spdx-license-ids@1.2.2 C:\Users\pozda\bmsk\node_modules\.staging\spdx-license-ids-ba16a1db
77286 info lifecycle spdx-license-ids@1.2.2~postinstall: spdx-license-ids@1.2.2
77287 silly lifecycle spdx-license-ids@1.2.2~postinstall: no script for postinstall, continuing
77288 silly postinstall spdx-correct@1.0.2 C:\Users\pozda\bmsk\node_modules\.staging\spdx-correct-9cd26e07
77289 info lifecycle spdx-correct@1.0.2~postinstall: spdx-correct@1.0.2
77290 silly lifecycle spdx-correct@1.0.2~postinstall: no script for postinstall, continuing
77291 silly postinstall sprintf-js@1.0.3 C:\Users\pozda\bmsk\node_modules\.staging\sprintf-js-bc28163d
77292 info lifecycle sprintf-js@1.0.3~postinstall: sprintf-js@1.0.3
77293 silly lifecycle sprintf-js@1.0.3~postinstall: no script for postinstall, continuing
77294 silly postinstall argparse@1.0.9 C:\Users\pozda\bmsk\node_modules\.staging\argparse-98c0c2fd
77295 info lifecycle argparse@1.0.9~postinstall: argparse@1.0.9
77296 silly lifecycle argparse@1.0.9~postinstall: no script for postinstall, continuing
77297 silly postinstall js-yaml@3.7.0 C:\Users\pozda\bmsk\node_modules\.staging\js-yaml-1c12010e
77298 info lifecycle js-yaml@3.7.0~postinstall: js-yaml@3.7.0
77299 silly lifecycle js-yaml@3.7.0~postinstall: no script for postinstall, continuing
77300 silly postinstall cosmiconfig@2.1.1 C:\Users\pozda\bmsk\node_modules\.staging\cosmiconfig-3f612d3a
77301 info lifecycle cosmiconfig@2.1.1~postinstall: cosmiconfig@2.1.1
77302 silly lifecycle cosmiconfig@2.1.1~postinstall: no script for postinstall, continuing
77303 silly postinstall postcss-load-options@1.2.0 C:\Users\pozda\bmsk\node_modules\.staging\postcss-load-options-8778a2ce
77304 info lifecycle postcss-load-options@1.2.0~postinstall: postcss-load-options@1.2.0
77305 silly lifecycle postcss-load-options@1.2.0~postinstall: no script for postinstall, continuing
77306 silly postinstall postcss-load-plugins@2.3.0 C:\Users\pozda\bmsk\node_modules\.staging\postcss-load-plugins-0dbec307
77307 info lifecycle postcss-load-plugins@2.3.0~postinstall: postcss-load-plugins@2.3.0
77308 silly lifecycle postcss-load-plugins@2.3.0~postinstall: no script for postinstall, continuing
77309 silly postinstall postcss-load-config@1.2.0 C:\Users\pozda\bmsk\node_modules\.staging\postcss-load-config-7f8d3cf7
77310 info lifecycle postcss-load-config@1.2.0~postinstall: postcss-load-config@1.2.0
77311 silly lifecycle postcss-load-config@1.2.0~postinstall: no script for postinstall, continuing
77312 silly postinstall assert-plus@1.0.0 C:\Users\pozda\bmsk\node_modules\.staging\assert-plus-3db0b2ef
77313 info lifecycle assert-plus@1.0.0~postinstall: assert-plus@1.0.0
77314 silly lifecycle assert-plus@1.0.0~postinstall: no script for postinstall, continuing
77315 silly postinstall stable@0.1.5 C:\Users\pozda\bmsk\node_modules\.staging\stable-cd58be25
77316 info lifecycle stable@0.1.5~postinstall: stable@0.1.5
77317 silly lifecycle stable@0.1.5~postinstall: no script for postinstall, continuing
77318 silly postinstall alter@0.2.0 C:\Users\pozda\bmsk\node_modules\.staging\alter-4b5d198a
77319 info lifecycle alter@0.2.0~postinstall: alter@0.2.0
77320 silly lifecycle alter@0.2.0~postinstall: no script for postinstall, continuing
77321 silly postinstall stack-trace@0.0.9 C:\Users\pozda\bmsk\node_modules\.staging\stack-trace-f7a38336
77322 info lifecycle stack-trace@0.0.9~postinstall: stack-trace@0.0.9
77323 silly lifecycle stack-trace@0.0.9~postinstall: no script for postinstall, continuing
77324 silly postinstall statuses@1.3.1 C:\Users\pozda\bmsk\node_modules\.staging\statuses-5ee2a35b
77325 info lifecycle statuses@1.3.1~postinstall: statuses@1.3.1
77326 silly lifecycle statuses@1.3.1~postinstall: no script for postinstall, continuing
77327 silly postinstall http-errors@1.3.1 C:\Users\pozda\bmsk\node_modules\.staging\http-errors-a7fbc2ff
77328 info lifecycle http-errors@1.3.1~postinstall: http-errors@1.3.1
77329 silly lifecycle http-errors@1.3.1~postinstall: no script for postinstall, continuing
77330 silly postinstall stream-combiner@0.0.4 C:\Users\pozda\bmsk\node_modules\.staging\stream-combiner-296090f9
77331 info lifecycle stream-combiner@0.0.4~postinstall: stream-combiner@0.0.4
77332 silly lifecycle stream-combiner@0.0.4~postinstall: no script for postinstall, continuing
77333 silly postinstall stream-consume@0.1.0 C:\Users\pozda\bmsk\node_modules\.staging\stream-consume-527ce29a
77334 info lifecycle stream-consume@0.1.0~postinstall: stream-consume@0.1.0
77335 silly lifecycle stream-consume@0.1.0~postinstall: no script for postinstall, continuing
77336 silly postinstall stream-shift@1.0.0 C:\Users\pozda\bmsk\node_modules\.staging\stream-shift-a1590aca
77337 info lifecycle stream-shift@1.0.0~postinstall: stream-shift@1.0.0
77338 silly lifecycle stream-shift@1.0.0~postinstall: no script for postinstall, continuing
77339 silly postinstall strict-uri-encode@1.1.0 C:\Users\pozda\bmsk\node_modules\.staging\strict-uri-encode-15aded8f
77340 info lifecycle strict-uri-encode@1.1.0~postinstall: strict-uri-encode@1.1.0
77341 silly lifecycle strict-uri-encode@1.1.0~postinstall: no script for postinstall, continuing
77342 silly postinstall query-string@4.3.2 C:\Users\pozda\bmsk\node_modules\.staging\query-string-772003f7
77343 info lifecycle query-string@4.3.2~postinstall: query-string@4.3.2
77344 silly lifecycle query-string@4.3.2~postinstall: no script for postinstall, continuing
77345 silly postinstall normalize-url@1.9.0 C:\Users\pozda\bmsk\node_modules\.staging\normalize-url-8864617c
77346 info lifecycle normalize-url@1.9.0~postinstall: normalize-url@1.9.0
77347 silly lifecycle normalize-url@1.9.0~postinstall: no script for postinstall, continuing
77348 silly postinstall string_decoder@0.10.31 C:\Users\pozda\bmsk\node_modules\.staging\string_decoder-06449733
77349 info lifecycle string_decoder@0.10.31~postinstall: string_decoder@0.10.31
77350 silly lifecycle string_decoder@0.10.31~postinstall: no script for postinstall, continuing
77351 silly postinstall readable-stream@1.0.34 C:\Users\pozda\bmsk\node_modules\.staging\readable-stream-3d844958
77352 info lifecycle readable-stream@1.0.34~postinstall: readable-stream@1.0.34
77353 silly lifecycle readable-stream@1.0.34~postinstall: no script for postinstall, continuing
77354 silly postinstall readable-stream@1.0.34 C:\Users\pozda\bmsk\node_modules\.staging\readable-stream-d67d3a9f
77355 info lifecycle readable-stream@1.0.34~postinstall: readable-stream@1.0.34
77356 silly lifecycle readable-stream@1.0.34~postinstall: no script for postinstall, continuing
77357 silly postinstall through2@0.4.2 C:\Users\pozda\bmsk\node_modules\.staging\through2-6d16bc58
77358 info lifecycle through2@0.4.2~postinstall: through2@0.4.2
77359 silly lifecycle through2@0.4.2~postinstall: no script for postinstall, continuing
77360 silly postinstall readable-stream@1.0.34 C:\Users\pozda\bmsk\node_modules\.staging\readable-stream-ed43bf2d
77361 info lifecycle readable-stream@1.0.34~postinstall: readable-stream@1.0.34
77362 silly lifecycle readable-stream@1.0.34~postinstall: no script for postinstall, continuing
77363 silly postinstall readable-stream@1.0.34 C:\Users\pozda\bmsk\node_modules\.staging\readable-stream-06518084
77364 info lifecycle readable-stream@1.0.34~postinstall: readable-stream@1.0.34
77365 silly lifecycle readable-stream@1.0.34~postinstall: no script for postinstall, continuing
77366 silly postinstall readable-stream@1.0.34 C:\Users\pozda\bmsk\node_modules\.staging\readable-stream-ba85ce9e
77367 info lifecycle readable-stream@1.0.34~postinstall: readable-stream@1.0.34
77368 silly lifecycle readable-stream@1.0.34~postinstall: no script for postinstall, continuing
77369 silly postinstall through2@0.5.1 C:\Users\pozda\bmsk\node_modules\.staging\through2-885b2217
77370 info lifecycle through2@0.5.1~postinstall: through2@0.5.1
77371 silly lifecycle through2@0.5.1~postinstall: no script for postinstall, continuing
77372 silly postinstall readable-stream@1.0.34 C:\Users\pozda\bmsk\node_modules\.staging\readable-stream-a3a48a6b
77373 info lifecycle readable-stream@1.0.34~postinstall: readable-stream@1.0.34
77374 silly lifecycle readable-stream@1.0.34~postinstall: no script for postinstall, continuing
77375 silly postinstall through2@0.4.2 C:\Users\pozda\bmsk\node_modules\.staging\through2-ff6e3f55
77376 info lifecycle through2@0.4.2~postinstall: through2@0.4.2
77377 silly lifecycle through2@0.4.2~postinstall: no script for postinstall, continuing
77378 silly postinstall readable-stream@1.0.34 C:\Users\pozda\bmsk\node_modules\.staging\readable-stream-d504ac0c
77379 info lifecycle readable-stream@1.0.34~postinstall: readable-stream@1.0.34
77380 silly lifecycle readable-stream@1.0.34~postinstall: no script for postinstall, continuing
77381 silly postinstall through2@0.5.1 C:\Users\pozda\bmsk\node_modules\.staging\through2-ac23fb7f
77382 info lifecycle through2@0.5.1~postinstall: through2@0.5.1
77383 silly lifecycle through2@0.5.1~postinstall: no script for postinstall, continuing
77384 silly postinstall readable-stream@1.0.34 C:\Users\pozda\bmsk\node_modules\.staging\readable-stream-861ab1eb
77385 info lifecycle readable-stream@1.0.34~postinstall: readable-stream@1.0.34
77386 silly lifecycle readable-stream@1.0.34~postinstall: no script for postinstall, continuing
77387 silly postinstall readable-stream@1.1.14 C:\Users\pozda\bmsk\node_modules\.staging\readable-stream-48f593cc
77388 info lifecycle readable-stream@1.1.14~postinstall: readable-stream@1.1.14
77389 silly lifecycle readable-stream@1.1.14~postinstall: no script for postinstall, continuing
77390 silly postinstall duplexer2@0.0.2 C:\Users\pozda\bmsk\node_modules\.staging\duplexer2-40d6d348
77391 info lifecycle duplexer2@0.0.2~postinstall: duplexer2@0.0.2
77392 silly lifecycle duplexer2@0.0.2~postinstall: no script for postinstall, continuing
77393 silly postinstall multipipe@0.1.2 C:\Users\pozda\bmsk\node_modules\.staging\multipipe-61ed0c27
77394 info lifecycle multipipe@0.1.2~postinstall: multipipe@0.1.2
77395 silly lifecycle multipipe@0.1.2~postinstall: no script for postinstall, continuing
77396 silly postinstall bufferstreams@0.0.2 C:\Users\pozda\bmsk\node_modules\.staging\bufferstreams-d9969c86
77397 info lifecycle bufferstreams@0.0.2~postinstall: bufferstreams@0.0.2
77398 silly lifecycle bufferstreams@0.0.2~postinstall: no script for postinstall, continuing
77399 silly postinstall htmlparser2@3.8.3 C:\Users\pozda\bmsk\node_modules\.staging\htmlparser2-e29923b2
77400 info lifecycle htmlparser2@3.8.3~postinstall: htmlparser2@3.8.3
77401 silly lifecycle htmlparser2@3.8.3~postinstall: no script for postinstall, continuing
77402 silly postinstall stream-counter@0.2.0 C:\Users\pozda\bmsk\node_modules\.staging\stream-counter-e69d107d
77403 info lifecycle stream-counter@0.2.0~postinstall: stream-counter@0.2.0
77404 silly lifecycle stream-counter@0.2.0~postinstall: no script for postinstall, continuing
77405 silly postinstall multiparty@2.2.0 C:\Users\pozda\bmsk\node_modules\.staging\multiparty-4b8cec16
77406 info lifecycle multiparty@2.2.0~postinstall: multiparty@2.2.0
77407 silly lifecycle multiparty@2.2.0~postinstall: no script for postinstall, continuing
77408 silly postinstall readable-stream@1.0.34 C:\Users\pozda\bmsk\node_modules\.staging\readable-stream-11a1545f
77409 info lifecycle readable-stream@1.0.34~postinstall: readable-stream@1.0.34
77410 silly lifecycle readable-stream@1.0.34~postinstall: no script for postinstall, continuing
77411 silly postinstall stringmap@0.2.2 C:\Users\pozda\bmsk\node_modules\.staging\stringmap-4eda6261
77412 info lifecycle stringmap@0.2.2~postinstall: stringmap@0.2.2
77413 silly lifecycle stringmap@0.2.2~postinstall: no script for postinstall, continuing
77414 silly postinstall stringset@0.2.1 C:\Users\pozda\bmsk\node_modules\.staging\stringset-87b0570a
77415 info lifecycle stringset@0.2.1~postinstall: stringset@0.2.1
77416 silly lifecycle stringset@0.2.1~postinstall: no script for postinstall, continuing
77417 silly postinstall stringstream@0.0.5 C:\Users\pozda\bmsk\node_modules\.staging\stringstream-ffe82d87
77418 info lifecycle stringstream@0.0.5~postinstall: stringstream@0.0.5
77419 silly lifecycle stringstream@0.0.5~postinstall: no script for postinstall, continuing
77420 silly postinstall strip-ansi@3.0.1 C:\Users\pozda\bmsk\node_modules\.staging\strip-ansi-153857d7
77421 info lifecycle strip-ansi@3.0.1~postinstall: strip-ansi@3.0.1
77422 silly lifecycle strip-ansi@3.0.1~postinstall: no script for postinstall, continuing
77423 silly postinstall chalk@1.1.3 C:\Users\pozda\bmsk\node_modules\.staging\chalk-36df9ba7
77424 info lifecycle chalk@1.1.3~postinstall: chalk@1.1.3
77425 silly lifecycle chalk@1.1.3~postinstall: no script for postinstall, continuing
77426 silly postinstall clap@1.1.2 C:\Users\pozda\bmsk\node_modules\.staging\clap-e3eb8394
77427 info lifecycle clap@1.1.2~postinstall: clap@1.1.2
77428 silly lifecycle clap@1.1.2~postinstall: no script for postinstall, continuing
77429 silly postinstall csso@2.3.1 C:\Users\pozda\bmsk\node_modules\.staging\csso-c98e8e32
77430 info lifecycle csso@2.3.1~postinstall: csso@2.3.1
77431 silly lifecycle csso@2.3.1~postinstall: no script for postinstall, continuing
77432 silly postinstall log-symbols@1.0.2 C:\Users\pozda\bmsk\node_modules\.staging\log-symbols-765a270f
77433 info lifecycle log-symbols@1.0.2~postinstall: log-symbols@1.0.2
77434 silly lifecycle log-symbols@1.0.2~postinstall: no script for postinstall, continuing
77435 silly postinstall string-length@1.0.1 C:\Users\pozda\bmsk\node_modules\.staging\string-length-0e101a0e
77436 info lifecycle string-length@1.0.1~postinstall: string-length@1.0.1
77437 silly lifecycle string-length@1.0.1~postinstall: no script for postinstall, continuing
77438 silly postinstall string-width@1.0.2 C:\Users\pozda\bmsk\node_modules\.staging\string-width-4742b231
77439 info lifecycle string-width@1.0.2~postinstall: string-width@1.0.2
77440 silly lifecycle string-width@1.0.2~postinstall: no script for postinstall, continuing
77441 silly postinstall strip-bom@1.0.0 C:\Users\pozda\bmsk\node_modules\.staging\strip-bom-8d0f3a87
77442 info lifecycle strip-bom@1.0.0~postinstall: strip-bom@1.0.0
77443 silly lifecycle strip-bom@1.0.0~postinstall: no script for postinstall, continuing
77444 silly postinstall strip-bom@2.0.0 C:\Users\pozda\bmsk\node_modules\.staging\strip-bom-c0c5d342
77445 info lifecycle strip-bom@2.0.0~postinstall: strip-bom@2.0.0
77446 silly lifecycle strip-bom@2.0.0~postinstall: no script for postinstall, continuing
77447 silly postinstall strip-bom-stream@1.0.0 C:\Users\pozda\bmsk\node_modules\.staging\strip-bom-stream-34c20375
77448 info lifecycle strip-bom-stream@1.0.0~postinstall: strip-bom-stream@1.0.0
77449 silly lifecycle strip-bom-stream@1.0.0~postinstall: no script for postinstall, continuing
77450 silly postinstall strip-indent@1.0.1 C:\Users\pozda\bmsk\node_modules\.staging\strip-indent-e1aeb91c
77451 info lifecycle strip-indent@1.0.1~postinstall: strip-indent@1.0.1
77452 silly lifecycle strip-indent@1.0.1~postinstall: no script for postinstall, continuing
77453 silly postinstall redent@1.0.0 C:\Users\pozda\bmsk\node_modules\.staging\redent-810af662
77454 info lifecycle redent@1.0.0~postinstall: redent@1.0.0
77455 silly lifecycle redent@1.0.0~postinstall: no script for postinstall, continuing
77456 silly postinstall strip-json-comments@1.0.4 C:\Users\pozda\bmsk\node_modules\.staging\strip-json-comments-6555e15e
77457 info lifecycle strip-json-comments@1.0.4~postinstall: strip-json-comments@1.0.4
77458 silly lifecycle strip-json-comments@1.0.4~postinstall: no script for postinstall, continuing
77459 silly postinstall supports-color@3.2.3 C:\Users\pozda\bmsk\node_modules\.staging\supports-color-6008c6dc
77460 info lifecycle supports-color@3.2.3~postinstall: supports-color@3.2.3
77461 silly lifecycle supports-color@3.2.3~postinstall: no script for postinstall, continuing
77462 silly postinstall postcss@5.2.15 C:\Users\pozda\bmsk\node_modules\.staging\postcss-db9c6dc9
77463 info lifecycle postcss@5.2.15~postinstall: postcss@5.2.15
77464 silly lifecycle postcss@5.2.15~postinstall: no script for postinstall, continuing
77465 silly postinstall autoprefixer@6.7.5 C:\Users\pozda\bmsk\node_modules\.staging\autoprefixer-dc118640
77466 info lifecycle autoprefixer@6.7.5~postinstall: autoprefixer@6.7.5
77467 silly lifecycle autoprefixer@6.7.5~postinstall: no script for postinstall, continuing
77468 silly postinstall postcss-calc@5.3.1 C:\Users\pozda\bmsk\node_modules\.staging\postcss-calc-4b1bf777
77469 info lifecycle postcss-calc@5.3.1~postinstall: postcss-calc@5.3.1
77470 silly lifecycle postcss-calc@5.3.1~postinstall: no script for postinstall, continuing
77471 silly postinstall postcss-colormin@2.2.2 C:\Users\pozda\bmsk\node_modules\.staging\postcss-colormin-c7fff5a2
77472 info lifecycle postcss-colormin@2.2.2~postinstall: postcss-colormin@2.2.2
77473 silly lifecycle postcss-colormin@2.2.2~postinstall: no script for postinstall, continuing
77474 silly postinstall postcss-convert-values@2.6.1 C:\Users\pozda\bmsk\node_modules\.staging\postcss-convert-values-e82b10b9
77475 info lifecycle postcss-convert-values@2.6.1~postinstall: postcss-convert-values@2.6.1
77476 silly lifecycle postcss-convert-values@2.6.1~postinstall: no script for postinstall, continuing
77477 silly postinstall postcss-discard-comments@2.0.4 C:\Users\pozda\bmsk\node_modules\.staging\postcss-discard-comments-6404430e
77478 info lifecycle postcss-discard-comments@2.0.4~postinstall: postcss-discard-comments@2.0.4
77479 silly lifecycle postcss-discard-comments@2.0.4~postinstall: no script for postinstall, continuing
77480 silly postinstall postcss-discard-duplicates@2.0.2 C:\Users\pozda\bmsk\node_modules\.staging\postcss-discard-duplicates-fc51decc
77481 info lifecycle postcss-discard-duplicates@2.0.2~postinstall: postcss-discard-duplicates@2.0.2
77482 silly lifecycle postcss-discard-duplicates@2.0.2~postinstall: no script for postinstall, continuing
77483 silly postinstall postcss-discard-empty@2.1.0 C:\Users\pozda\bmsk\node_modules\.staging\postcss-discard-empty-85f950be
77484 info lifecycle postcss-discard-empty@2.1.0~postinstall: postcss-discard-empty@2.1.0
77485 silly lifecycle postcss-discard-empty@2.1.0~postinstall: no script for postinstall, continuing
77486 silly postinstall postcss-discard-overridden@0.1.1 C:\Users\pozda\bmsk\node_modules\.staging\postcss-discard-overridden-5cf15578
77487 info lifecycle postcss-discard-overridden@0.1.1~postinstall: postcss-discard-overridden@0.1.1
77488 silly lifecycle postcss-discard-overridden@0.1.1~postinstall: no script for postinstall, continuing
77489 silly postinstall postcss-js@0.2.0 C:\Users\pozda\bmsk\node_modules\.staging\postcss-js-f9e04699
77490 info lifecycle postcss-js@0.2.0~postinstall: postcss-js@0.2.0
77491 silly lifecycle postcss-js@0.2.0~postinstall: no script for postinstall, continuing
77492 silly postinstall postcss-merge-idents@2.1.7 C:\Users\pozda\bmsk\node_modules\.staging\postcss-merge-idents-00d0c1c7
77493 info lifecycle postcss-merge-idents@2.1.7~postinstall: postcss-merge-idents@2.1.7
77494 silly lifecycle postcss-merge-idents@2.1.7~postinstall: no script for postinstall, continuing
77495 silly postinstall postcss-merge-longhand@2.0.2 C:\Users\pozda\bmsk\node_modules\.staging\postcss-merge-longhand-1500526f
77496 info lifecycle postcss-merge-longhand@2.0.2~postinstall: postcss-merge-longhand@2.0.2
77497 silly lifecycle postcss-merge-longhand@2.0.2~postinstall: no script for postinstall, continuing
77498 silly postinstall postcss-minify-font-values@1.0.5 C:\Users\pozda\bmsk\node_modules\.staging\postcss-minify-font-values-fbc0f035
77499 info lifecycle postcss-minify-font-values@1.0.5~postinstall: postcss-minify-font-values@1.0.5
77500 silly lifecycle postcss-minify-font-values@1.0.5~postinstall: no script for postinstall, continuing
77501 silly postinstall postcss-minify-gradients@1.0.5 C:\Users\pozda\bmsk\node_modules\.staging\postcss-minify-gradients-97bffe94
77502 info lifecycle postcss-minify-gradients@1.0.5~postinstall: postcss-minify-gradients@1.0.5
77503 silly lifecycle postcss-minify-gradients@1.0.5~postinstall: no script for postinstall, continuing
77504 silly postinstall postcss-normalize-charset@1.1.1 C:\Users\pozda\bmsk\node_modules\.staging\postcss-normalize-charset-0e4aadef
77505 info lifecycle postcss-normalize-charset@1.1.1~postinstall: postcss-normalize-charset@1.1.1
77506 silly lifecycle postcss-normalize-charset@1.1.1~postinstall: no script for postinstall, continuing
77507 silly postinstall postcss-normalize-url@3.0.8 C:\Users\pozda\bmsk\node_modules\.staging\postcss-normalize-url-54136530
77508 info lifecycle postcss-normalize-url@3.0.8~postinstall: postcss-normalize-url@3.0.8
77509 silly lifecycle postcss-normalize-url@3.0.8~postinstall: no script for postinstall, continuing
77510 silly postinstall postcss-ordered-values@2.2.3 C:\Users\pozda\bmsk\node_modules\.staging\postcss-ordered-values-2940d128
77511 info lifecycle postcss-ordered-values@2.2.3~postinstall: postcss-ordered-values@2.2.3
77512 silly lifecycle postcss-ordered-values@2.2.3~postinstall: no script for postinstall, continuing
77513 silly postinstall postcss-reduce-idents@2.4.0 C:\Users\pozda\bmsk\node_modules\.staging\postcss-reduce-idents-87fcfaac
77514 info lifecycle postcss-reduce-idents@2.4.0~postinstall: postcss-reduce-idents@2.4.0
77515 silly lifecycle postcss-reduce-idents@2.4.0~postinstall: no script for postinstall, continuing
77516 silly postinstall postcss-reduce-initial@1.0.1 C:\Users\pozda\bmsk\node_modules\.staging\postcss-reduce-initial-c16fb447
77517 info lifecycle postcss-reduce-initial@1.0.1~postinstall: postcss-reduce-initial@1.0.1
77518 silly lifecycle postcss-reduce-initial@1.0.1~postinstall: no script for postinstall, continuing
77519 silly postinstall postcss-reduce-transforms@1.0.4 C:\Users\pozda\bmsk\node_modules\.staging\postcss-reduce-transforms-0d6ea48b
77520 info lifecycle postcss-reduce-transforms@1.0.4~postinstall: postcss-reduce-transforms@1.0.4
77521 silly lifecycle postcss-reduce-transforms@1.0.4~postinstall: no script for postinstall, continuing
77522 silly postinstall postcss-simple-vars@3.0.0 C:\Users\pozda\bmsk\node_modules\.staging\postcss-simple-vars-73989020
77523 info lifecycle postcss-simple-vars@3.0.0~postinstall: postcss-simple-vars@3.0.0
77524 silly lifecycle postcss-simple-vars@3.0.0~postinstall: no script for postinstall, continuing
77525 silly postinstall sugarss@0.2.0 C:\Users\pozda\bmsk\node_modules\.staging\sugarss-241f734d
77526 info lifecycle sugarss@0.2.0~postinstall: sugarss@0.2.0
77527 silly lifecycle sugarss@0.2.0~postinstall: no script for postinstall, continuing
77528 silly postinstall csso@2.2.1 C:\Users\pozda\bmsk\node_modules\.staging\csso-db774c99
77529 info lifecycle csso@2.2.1~postinstall: csso@2.2.1
77530 silly lifecycle csso@2.2.1~postinstall: no script for postinstall, continuing
77531 silly postinstall lodash@4.17.4 C:\Users\pozda\bmsk\node_modules\.staging\lodash-6c749bc0
77532 info lifecycle lodash@4.17.4~postinstall: lodash@4.17.4
77533 silly lifecycle lodash@4.17.4~postinstall: no script for postinstall, continuing
77534 silly postinstall async@2.1.5 C:\Users\pozda\bmsk\node_modules\.staging\async-8245842e
77535 info lifecycle async@2.1.5~postinstall: async@2.1.5
77536 silly lifecycle async@2.1.5~postinstall: no script for postinstall, continuing
77537 silly postinstall lodash.assign@4.2.0 C:\Users\pozda\bmsk\node_modules\.staging\lodash.assign-0cabbe34
77538 info lifecycle lodash.assign@4.2.0~postinstall: lodash.assign@4.2.0
77539 silly lifecycle lodash.assign@4.2.0~postinstall: no script for postinstall, continuing
77540 silly postinstall js-yaml@3.6.1 C:\Users\pozda\bmsk\node_modules\.staging\js-yaml-eb3d612c
77541 info lifecycle js-yaml@3.6.1~postinstall: js-yaml@3.6.1
77542 silly lifecycle js-yaml@3.6.1~postinstall: no script for postinstall, continuing
77543 silly postinstall vinyl@1.2.0 C:\Users\pozda\bmsk\node_modules\.staging\vinyl-37c54f7b
77544 info lifecycle vinyl@1.2.0~postinstall: vinyl@1.2.0
77545 silly lifecycle vinyl@1.2.0~postinstall: no script for postinstall, continuing
